method,round,labels,pool_size,pct,avg_acc_top1,avg_acc_topk,acc_tuple_top1,acc_tuple_topk,top_k
passive_random,135,799,2055,38.880778588807786,0.7127107652399481,0.80674448767834,"[0.7062256809338522, 0.7178988326848249, 0.7140077821011673]","[0.8035019455252919, 0.8093385214007782, 0.8073929961089494]",3
passive_random,136,804,2055,39.12408759124087,0.7140077821011673,0.80674448767834,"[0.7120622568093385, 0.708171206225681, 0.7217898832684825]","[0.8015564202334631, 0.811284046692607, 0.8073929961089494]",3
passive_random,137,809,2055,39.367396593673966,0.6990920881971464,0.8099870298313879,"[0.6964980544747081, 0.7023346303501945, 0.6984435797665369]","[0.8015564202334631, 0.8093385214007782, 0.8190661478599222]",3
passive_random,138,814,2055,39.61070559610705,0.7042801556420234,0.8099870298313879,"[0.7062256809338522, 0.7023346303501945, 0.7042801556420234]","[0.8093385214007782, 0.8093385214007782, 0.811284046692607]",3
passive_random,139,819,2055,39.85401459854015,0.7036316472114136,0.8112840466926071,"[0.6926070038910506, 0.7159533073929961, 0.7023346303501945]","[0.811284046692607, 0.8171206225680934, 0.8054474708171206]",3
passive_random,140,824,2055,40.09732360097323,0.7036316472114138,0.8125810635538263,"[0.7062256809338522, 0.7003891050583657, 0.7042801556420234]","[0.8054474708171206, 0.8151750972762646, 0.8171206225680934]",3
passive_random,141,829,2055,40.34063260340633,0.7042801556420234,0.8106355382619975,"[0.7062256809338522, 0.7003891050583657, 0.7062256809338522]","[0.8073929961089494, 0.8151750972762646, 0.8093385214007782]",3
passive_random,142,834,2055,40.583941605839414,0.708171206225681,0.8099870298313879,"[0.6984435797665369, 0.7062256809338522, 0.7198443579766537]","[0.8073929961089494, 0.8073929961089494, 0.8151750972762646]",3
passive_random,143,839,2055,40.82725060827251,0.7055771725032426,0.8125810635538263,"[0.708171206225681, 0.7101167315175098, 0.6984435797665369]","[0.8210116731517509, 0.8093385214007782, 0.8073929961089494]",3
passive_random,144,844,2055,41.070559610705594,0.6990920881971464,0.8093385214007783,"[0.6964980544747081, 0.7042801556420234, 0.6964980544747081]","[0.8015564202334631, 0.8151750972762646, 0.811284046692607]",3
passive_random,145,849,2055,41.31386861313869,0.7036316472114138,0.80674448767834,"[0.7023346303501945, 0.7023346303501945, 0.7062256809338522]","[0.7996108949416343, 0.8093385214007782, 0.811284046692607]",3
passive_random,146,854,2055,41.557177615571774,0.7127107652399481,0.8093385214007783,"[0.7101167315175098, 0.7159533073929961, 0.7120622568093385]","[0.8035019455252919, 0.8151750972762646, 0.8093385214007782]",3
passive_random,147,859,2055,41.80048661800487,0.7088197146562906,0.8145265888456551,"[0.7023346303501945, 0.7140077821011673, 0.7101167315175098]","[0.8093385214007782, 0.8190661478599222, 0.8151750972762646]",3
passive_random,148,864,2055,42.043795620437955,0.711413748378729,0.8073929961089495,"[0.708171206225681, 0.708171206225681, 0.7178988326848249]","[0.7957198443579766, 0.8132295719844358, 0.8132295719844358]",3
passive_random,149,869,2055,42.28710462287105,0.7062256809338522,0.8093385214007783,"[0.7042801556420234, 0.7120622568093385, 0.7023346303501945]","[0.8093385214007782, 0.8132295719844358, 0.8054474708171206]",3
passive_random,150,874,2055,42.530413625304135,0.7094682230869002,0.8060959792477304,"[0.7101167315175098, 0.7023346303501945, 0.7159533073929961]","[0.8015564202334631, 0.8073929961089494, 0.8093385214007782]",3
passive_ordered,1,128,2055,6.228710462287105,0.30350194552529186,0.41893644617380027,"[0.29571984435797666, 0.30739299610894943, 0.30739299610894943]","[0.42023346303501946, 0.41050583657587547, 0.4260700389105058]",3
passive_ordered,2,133,2055,6.472019464720194,0.29831387808041504,0.4137483787289235,"[0.2918287937743191, 0.29766536964980544, 0.30544747081712065]","[0.41050583657587547, 0.4163424124513619, 0.4143968871595331]",3
passive_ordered,3,138,2055,6.7153284671532845,0.30739299610894943,0.42153047989623865,"[0.29766536964980544, 0.3151750972762646, 0.3093385214007782]","[0.42023346303501946, 0.4163424124513619, 0.4280155642023346]",3
passive_ordered,4,143,2055,6.958637469586375,0.314526588845655,0.43255512321660183,"[0.3132295719844358, 0.3132295719844358, 0.31712062256809337]","[0.42996108949416345, 0.42996108949416345, 0.4377431906614786]",3
passive_ordered,5,148,2055,7.201946472019465,0.31841763942931256,0.4319066147859922,"[0.321011673151751, 0.31906614785992216, 0.3151750972762646]","[0.4280155642023346, 0.42412451361867703, 0.44357976653696496]",3
passive_ordered,6,153,2055,7.445255474452555,0.3132295719844358,0.4286640726329442,"[0.311284046692607, 0.3229571984435798, 0.30544747081712065]","[0.4260700389105058, 0.4260700389105058, 0.433852140077821]",3
passive_ordered,7,158,2055,7.688564476885645,0.3158236057068742,0.43190661478599224,"[0.30544747081712065, 0.30739299610894943, 0.3346303501945525]","[0.42996108949416345, 0.4260700389105058, 0.4396887159533074]",3
passive_ordered,8,163,2055,7.931873479318734,0.3320363164721141,0.4364461738002594,"[0.32684824902723736, 0.3404669260700389, 0.32879377431906615]","[0.4377431906614786, 0.42996108949416345, 0.44163424124513617]",3
passive_ordered,9,168,2055,8.175182481751825,0.3346303501945525,0.43320363164721143,"[0.33852140077821014, 0.32879377431906615, 0.33657587548638135]","[0.43190661478599224, 0.433852140077821, 0.433852140077821]",3
passive_ordered,10,173,2055,8.418491484184916,0.3249027237354085,0.43320363164721143,"[0.3093385214007782, 0.33073929961089493, 0.3346303501945525]","[0.42996108949416345, 0.42996108949416345, 0.4396887159533074]",3
passive_ordered,11,178,2055,8.661800486618004,0.3320363164721141,0.44552529182879375,"[0.32490272373540857, 0.33073929961089493, 0.3404669260700389]","[0.44163424124513617, 0.44357976653696496, 0.45136186770428016]",3
passive_ordered,12,183,2055,8.905109489051094,0.32166018158236054,0.44487678339818415,"[0.31712062256809337, 0.32879377431906615, 0.31906614785992216]","[0.4377431906614786, 0.44357976653696496, 0.45330739299610895]",3
passive_ordered,13,188,2055,9.148418491484184,0.3333333333333333,0.44293125810635536,"[0.32684824902723736, 0.34824902723735407, 0.32490272373540857]","[0.4474708171206226, 0.4357976653696498, 0.4455252918287938]",3
passive_ordered,14,193,2055,9.391727493917275,0.3378728923476005,0.4409857328145266,"[0.31906614785992216, 0.3443579766536965, 0.35019455252918286]","[0.4377431906614786, 0.4357976653696498, 0.4494163424124514]",3
passive_ordered,15,198,2055,9.635036496350365,0.34111543450064846,0.45265888456549935,"[0.3443579766536965, 0.3463035019455253, 0.3326848249027237]","[0.4494163424124514, 0.4455252918287938, 0.46303501945525294]",3
passive_ordered,16,203,2055,9.878345498783455,0.3326848249027237,0.4584954604409857,"[0.33657587548638135, 0.32879377431906615, 0.3326848249027237]","[0.4571984435797665, 0.45525291828793774, 0.46303501945525294]",3
passive_ordered,17,208,2055,10.121654501216545,0.3488975356679637,0.4727626459143968,"[0.3346303501945525, 0.35797665369649806, 0.3540856031128405]","[0.4669260700389105, 0.4766536964980545, 0.47470817120622566]",3
passive_ordered,18,213,2055,10.364963503649635,0.3631647211413748,0.48962386511024647,"[0.3657587548638132, 0.36186770428015563, 0.36186770428015563]","[0.4805447470817121, 0.49416342412451364, 0.49416342412451364]",3
passive_ordered,19,218,2055,10.608272506082725,0.3553826199740597,0.49027237354085607,"[0.33657587548638135, 0.3638132295719844, 0.3657587548638132]","[0.4727626459143969, 0.5038910505836576, 0.49416342412451364]",3
passive_ordered,20,223,2055,10.851581508515816,0.3553826199740597,0.4961089494163424,"[0.34824902723735407, 0.3540856031128405, 0.3638132295719844]","[0.4766536964980545, 0.5038910505836576, 0.5077821011673151]",3
passive_ordered,21,228,2055,11.094890510948906,0.36511024643320367,0.49092088197146566,"[0.35992217898832685, 0.35992217898832685, 0.3754863813229572]","[0.48443579766536965, 0.5038910505836576, 0.48443579766536965]",3
passive_ordered,22,233,2055,11.338199513381996,0.400129701686122,0.5012970168612192,"[0.4027237354085603, 0.3949416342412451, 0.4027237354085603]","[0.490272373540856, 0.4980544747081712, 0.5155642023346303]",3
passive_ordered,23,238,2055,11.581508515815084,0.42217898832684825,0.5188067444876783,"[0.42412451361867703, 0.4182879377431907, 0.42412451361867703]","[0.5175097276264592, 0.5136186770428015, 0.5252918287937743]",3
passive_ordered,24,243,2055,11.824817518248175,0.43060959792477305,0.5285343709468223,"[0.42996108949416345, 0.43190661478599224, 0.42996108949416345]","[0.519455252918288, 0.5252918287937743, 0.5408560311284046]",3
passive_ordered,25,248,2055,12.068126520681265,0.4357976653696498,0.5278858625162127,"[0.4396887159533074, 0.43190661478599224, 0.4357976653696498]","[0.5214007782101168, 0.519455252918288, 0.5428015564202334]",3
passive_ordered,26,253,2055,12.311435523114355,0.43125810635538264,0.5285343709468223,"[0.4357976653696498, 0.42023346303501946, 0.4377431906614786]","[0.5077821011673151, 0.5486381322957199, 0.5291828793774319]",3
passive_ordered,27,258,2055,12.554744525547445,0.43320363164721143,0.5408560311284046,"[0.433852140077821, 0.42996108949416345, 0.4357976653696498]","[0.519455252918288, 0.5311284046692607, 0.5719844357976653]",3
passive_ordered,28,263,2055,12.798053527980535,0.433852140077821,0.5356679636835279,"[0.4396887159533074, 0.42996108949416345, 0.43190661478599224]","[0.5330739299610895, 0.5389105058365758, 0.5350194552529183]",3
passive_ordered,29,268,2055,13.041362530413625,0.4357976653696498,0.5428015564202334,"[0.44357976653696496, 0.4280155642023346, 0.4357976653696498]","[0.5311284046692607, 0.5291828793774319, 0.5680933852140078]",3
passive_ordered,30,273,2055,13.284671532846716,0.4396887159533074,0.5869001297016861,"[0.44357976653696496, 0.4396887159533074, 0.4357976653696498]","[0.585603112840467, 0.5817120622568094, 0.5933852140077821]",3
passive_ordered,31,278,2055,13.527980535279806,0.44552529182879375,0.5862516212710766,"[0.4494163424124514, 0.44163424124513617, 0.4455252918287938]","[0.5836575875486382, 0.5836575875486382, 0.5914396887159533]",3
passive_ordered,32,283,2055,13.771289537712896,0.45201037613488976,0.5901426718547341,"[0.45525291828793774, 0.4455252918287938, 0.45525291828793774]","[0.5933852140077821, 0.5836575875486382, 0.5933852140077821]",3
passive_ordered,33,288,2055,14.014598540145986,0.44163424124513617,0.5894941634241245,"[0.4455252918287938, 0.43190661478599224, 0.4474708171206226]","[0.5875486381322957, 0.5836575875486382, 0.5972762645914397]",3
passive_ordered,34,293,2055,14.257907542579076,0.4507133592736705,0.5907911802853437,"[0.4571984435797665, 0.44357976653696496, 0.45136186770428016]","[0.5817120622568094, 0.5894941634241245, 0.6011673151750972]",3
passive_ordered,35,298,2055,14.501216545012165,0.44617380025940334,0.5998702983138781,"[0.4474708171206226, 0.4357976653696498, 0.45525291828793774]","[0.6011673151750972, 0.5914396887159533, 0.6070038910505836]",3
passive_ordered,36,303,2055,14.744525547445255,0.4507133592736705,0.6005188067444877,"[0.4571984435797665, 0.4396887159533074, 0.45525291828793774]","[0.5914396887159533, 0.6070038910505836, 0.603112840466926]",3
passive_ordered,37,308,2055,14.987834549878345,0.45590142671854733,0.5933852140077821,"[0.4669260700389105, 0.4494163424124514, 0.45136186770428016]","[0.5914396887159533, 0.5953307392996109, 0.5933852140077821]",3
passive_ordered,38,313,2055,15.231143552311435,0.4565499351491569,0.5933852140077821,"[0.4649805447470817, 0.4396887159533074, 0.4649805447470817]","[0.5914396887159533, 0.5933852140077821, 0.5953307392996109]",3
passive_ordered,39,318,2055,15.474452554744525,0.45460440985732814,0.6108949416342413,"[0.4708171206225681, 0.44163424124513617, 0.45136186770428016]","[0.6089494163424124, 0.6108949416342413, 0.6128404669260701]",3
passive_ordered,40,323,2055,15.717761557177615,0.45201037613488976,0.6089494163424124,"[0.45330739299610895, 0.4474708171206226, 0.45525291828793774]","[0.6070038910505836, 0.6070038910505836, 0.6128404669260701]",3
passive_ordered,41,328,2055,15.961070559610706,0.4591439688715953,0.6102464332036316,"[0.4571984435797665, 0.46108949416342415, 0.4591439688715953]","[0.603112840466926, 0.6070038910505836, 0.6206225680933852]",3
passive_ordered,42,333,2055,16.204379562043794,0.4617380025940337,0.6115434500648509,"[0.4688715953307393, 0.45136186770428016, 0.4649805447470817]","[0.6011673151750972, 0.6206225680933852, 0.6128404669260701]",3
passive_ordered,43,338,2055,16.447688564476884,0.4578469520103761,0.6154345006485085,"[0.46108949416342415, 0.45330739299610895, 0.4591439688715953]","[0.6089494163424124, 0.6284046692607004, 0.6089494163424124]",3
passive_ordered,44,343,2055,16.690997566909974,0.46757457846952005,0.6141374837872893,"[0.47470817120622566, 0.4591439688715953, 0.4688715953307393]","[0.6167315175097277, 0.6050583657587548, 0.6206225680933852]",3
passive_ordered,45,348,2055,16.934306569343065,0.47016861219195843,0.6173800259403373,"[0.47470817120622566, 0.4649805447470817, 0.4708171206225681]","[0.6108949416342413, 0.6186770428015564, 0.622568093385214]",3
passive_ordered,46,353,2055,17.177615571776155,0.4630350194552529,0.6180285343709468,"[0.46303501945525294, 0.4591439688715953, 0.4669260700389105]","[0.6108949416342413, 0.6206225680933852, 0.622568093385214]",3
passive_ordered,47,358,2055,17.420924574209245,0.46887159533073924,0.6167315175097277,"[0.4805447470817121, 0.46303501945525294, 0.46303501945525294]","[0.6070038910505836, 0.6284046692607004, 0.6147859922178989]",3
passive_ordered,48,363,2055,17.664233576642335,0.46822308690012965,0.6173800259403373,"[0.48443579766536965, 0.46108949416342415, 0.4591439688715953]","[0.6128404669260701, 0.6128404669260701, 0.6264591439688716]",3
passive_ordered,49,368,2055,17.907542579075425,0.4760051880674449,0.6245136186770428,"[0.48249027237354086, 0.4649805447470817, 0.4805447470817121]","[0.6128404669260701, 0.6284046692607004, 0.632295719844358]",3
passive_ordered,50,373,2055,18.150851581508515,0.4734111543450064,0.6309987029831388,"[0.47470817120622566, 0.4766536964980545, 0.4688715953307393]","[0.6206225680933852, 0.6361867704280155, 0.6361867704280155]",3
passive_ordered,51,378,2055,18.394160583941606,0.4753566796368353,0.6297016861219196,"[0.48249027237354086, 0.4669260700389105, 0.4766536964980545]","[0.6264591439688716, 0.6245136186770428, 0.6381322957198443]",3
passive_ordered,52,383,2055,18.637469586374696,0.47924773022049294,0.6271076523994812,"[0.49221789883268485, 0.4785992217898833, 0.4669260700389105]","[0.6245136186770428, 0.622568093385214, 0.6342412451361867]",3
passive_ordered,53,388,2055,18.880778588807786,0.4740596627756161,0.6309987029831388,"[0.4785992217898833, 0.4669260700389105, 0.4766536964980545]","[0.6284046692607004, 0.6361867704280155, 0.6284046692607004]",3
passive_ordered,54,393,2055,19.124087591240876,0.4747081712062256,0.6329442282749675,"[0.4805447470817121, 0.4727626459143969, 0.4708171206225681]","[0.632295719844358, 0.632295719844358, 0.6342412451361867]",3
passive_ordered,55,398,2055,19.367396593673966,0.4740596627756161,0.6232166018158236,"[0.4727626459143969, 0.4727626459143969, 0.4766536964980545]","[0.6128404669260701, 0.632295719844358, 0.6245136186770428]",3
passive_ordered,56,403,2055,19.610705596107056,0.4779507133592736,0.6316472114137484,"[0.490272373540856, 0.4708171206225681, 0.4727626459143969]","[0.6284046692607004, 0.6342412451361867, 0.632295719844358]",3
passive_ordered,57,408,2055,19.854014598540147,0.4779507133592737,0.6309987029831388,"[0.4883268482490272, 0.4649805447470817, 0.4805447470817121]","[0.6245136186770428, 0.6342412451361867, 0.6342412451361867]",3
passive_ordered,58,413,2055,20.097323600973237,0.4734111543450064,0.6309987029831388,"[0.48249027237354086, 0.46303501945525294, 0.47470817120622566]","[0.6206225680933852, 0.6400778210116731, 0.632295719844358]",3
passive_ordered,59,418,2055,20.340632603406327,0.48119325551232167,0.6303501945525292,"[0.48249027237354086, 0.48638132295719844, 0.47470817120622566]","[0.6342412451361867, 0.6284046692607004, 0.6284046692607004]",3
passive_ordered,60,423,2055,20.583941605839417,0.4779507133592737,0.6251621271076524,"[0.48443579766536965, 0.4708171206225681, 0.4785992217898833]","[0.6128404669260701, 0.6264591439688716, 0.6361867704280155]",3
passive_ordered,61,428,2055,20.827250608272507,0.4779507133592737,0.6374837872892347,"[0.4805447470817121, 0.47470817120622566, 0.4785992217898833]","[0.6284046692607004, 0.642023346303502, 0.642023346303502]",3
passive_ordered,62,433,2055,21.070559610705597,0.4753566796368353,0.632295719844358,"[0.4805447470817121, 0.4688715953307393, 0.4766536964980545]","[0.6245136186770428, 0.6361867704280155, 0.6361867704280155]",3
passive_ordered,63,438,2055,21.313868613138688,0.4740596627756161,0.6426718547341115,"[0.4649805447470817, 0.4785992217898833, 0.4785992217898833]","[0.6361867704280155, 0.6498054474708171, 0.642023346303502]",3
passive_ordered,64,443,2055,21.557177615571778,0.4734111543450064,0.6400778210116731,"[0.47470817120622566, 0.4708171206225681, 0.47470817120622566]","[0.6342412451361867, 0.6478599221789884, 0.6381322957198443]",3
passive_ordered,65,448,2055,21.800486618004864,0.4734111543450064,0.6472114137483788,"[0.47470817120622566, 0.4708171206225681, 0.47470817120622566]","[0.6478599221789884, 0.6517509727626459, 0.642023346303502]",3
passive_ordered,66,453,2055,22.043795620437955,0.48249027237354086,0.6511024643320363,"[0.48638132295719844, 0.47470817120622566, 0.48638132295719844]","[0.6439688715953308, 0.6614785992217899, 0.6478599221789884]",3
passive_ordered,67,458,2055,22.287104622871045,0.4805447470817121,0.6511024643320363,"[0.4766536964980545, 0.4785992217898833, 0.48638132295719844]","[0.6439688715953308, 0.6517509727626459, 0.6575875486381323]",3
passive_ordered,68,463,2055,22.530413625304135,0.4792477302204929,0.6478599221789884,"[0.4766536964980545, 0.4883268482490272, 0.4727626459143969]","[0.6439688715953308, 0.6478599221789884, 0.6517509727626459]",3
passive_ordered,69,468,2055,22.773722627737225,0.4792477302204929,0.6439688715953307,"[0.48443579766536965, 0.4766536964980545, 0.4766536964980545]","[0.6439688715953308, 0.6381322957198443, 0.6498054474708171]",3
passive_ordered,70,473,2055,23.017031630170315,0.4753566796368352,0.6478599221789884,"[0.48443579766536965, 0.4708171206225681, 0.4708171206225681]","[0.6498054474708171, 0.6459143968871596, 0.6478599221789884]",3
passive_ordered,71,478,2055,23.260340632603405,0.4773022049286641,0.6582360570687419,"[0.4766536964980545, 0.48638132295719844, 0.4688715953307393]","[0.6517509727626459, 0.6595330739299611, 0.6634241245136187]",3
passive_ordered,72,483,2055,23.503649635036496,0.4792477302204929,0.6575875486381323,"[0.4785992217898833, 0.47470817120622566, 0.48443579766536965]","[0.6459143968871596, 0.6653696498054474, 0.6614785992217899]",3
passive_ordered,73,488,2055,23.746958637469586,0.48249027237354086,0.6588845654993515,"[0.49221789883268485, 0.4708171206225681, 0.48443579766536965]","[0.6614785992217899, 0.6575875486381323, 0.6575875486381323]",3
passive_ordered,74,493,2055,23.990267639902676,0.48508430609597925,0.6562905317769131,"[0.48443579766536965, 0.4883268482490272, 0.48249027237354086]","[0.6575875486381323, 0.6556420233463035, 0.6556420233463035]",3
passive_ordered,75,498,2055,24.233576642335766,0.48378728923476005,0.6582360570687419,"[0.4883268482490272, 0.4785992217898833, 0.48443579766536965]","[0.6595330739299611, 0.6556420233463035, 0.6595330739299611]",3
passive_ordered,76,503,2055,24.476885644768856,0.4798962386511025,0.6543450064850843,"[0.48638132295719844, 0.4688715953307393, 0.48443579766536965]","[0.6517509727626459, 0.6575875486381323, 0.6536964980544747]",3
passive_ordered,77,508,2055,24.720194647201946,0.48573281452658884,0.6530479896238651,"[0.4883268482490272, 0.4805447470817121, 0.4883268482490272]","[0.642023346303502, 0.6634241245136187, 0.6536964980544747]",3
passive_ordered,78,513,2055,24.963503649635037,0.4610894941634241,0.6407263294422827,"[0.46303501945525294, 0.45525291828793774, 0.4649805447470817]","[0.6303501945525292, 0.6498054474708171, 0.642023346303502]",3
passive_ordered,79,518,2055,25.206812652068127,0.4578469520103761,0.6459143968871595,"[0.4766536964980545, 0.42412451361867703, 0.4727626459143969]","[0.6400778210116731, 0.6400778210116731, 0.6575875486381323]",3
passive_ordered,80,523,2055,25.450121654501217,0.46887159533073924,0.6536964980544747,"[0.48638132295719844, 0.4591439688715953, 0.46108949416342415]","[0.6536964980544747, 0.6459143968871596, 0.6614785992217899]",3
passive_ordered,81,528,2055,25.693430656934307,0.47665369649805456,0.6536964980544747,"[0.4766536964980545, 0.49221789883268485, 0.46108949416342415]","[0.6536964980544747, 0.6536964980544747, 0.6536964980544747]",3
passive_ordered,82,533,2055,25.936739659367397,0.47211413748378733,0.6549935149156939,"[0.46303501945525294, 0.4727626459143969, 0.4805447470817121]","[0.6459143968871596, 0.6556420233463035, 0.6634241245136187]",3
passive_ordered,83,538,2055,26.180048661800488,0.4798962386511025,0.6465629053177692,"[0.48443579766536965, 0.490272373540856, 0.4649805447470817]","[0.6498054474708171, 0.642023346303502, 0.6478599221789884]",3
passive_ordered,84,543,2055,26.423357664233578,0.4987029831387808,0.6705577172503242,"[0.5038910505836576, 0.4980544747081712, 0.49416342412451364]","[0.6673151750972762, 0.6750972762645915, 0.669260700389105]",3
passive_ordered,85,548,2055,26.666666666666668,0.48508430609597925,0.6575875486381323,"[0.48249027237354086, 0.490272373540856, 0.48249027237354086]","[0.6536964980544747, 0.6614785992217899, 0.6575875486381323]",3
passive_ordered,86,553,2055,26.909975669099758,0.4837872892347601,0.6705577172503242,"[0.4649805447470817, 0.49416342412451364, 0.49221789883268485]","[0.6750972762645915, 0.6614785992217899, 0.6750972762645915]",3
passive_ordered,87,558,2055,27.153284671532848,0.49351491569390404,0.6679636835278858,"[0.49416342412451364, 0.48443579766536965, 0.5019455252918288]","[0.6634241245136187, 0.6712062256809338, 0.669260700389105]",3
passive_ordered,88,563,2055,27.39659367396594,0.49351491569390404,0.6770428015564202,"[0.5, 0.4785992217898833, 0.5019455252918288]","[0.6750972762645915, 0.6809338521400778, 0.6750972762645915]",3
passive_ordered,89,568,2055,27.63990267639903,0.5097276264591439,0.675745784695201,"[0.4980544747081712, 0.5214007782101168, 0.5097276264591439]","[0.6653696498054474, 0.6809338521400778, 0.6809338521400778]",3
passive_ordered,90,573,2055,27.883211678832115,0.5233463035019456,0.6984435797665368,"[0.5233463035019456, 0.5214007782101168, 0.5252918287937743]","[0.6906614785992218, 0.7023346303501945, 0.7023346303501945]",3
passive_ordered,91,578,2055,28.126520681265205,0.5246433203631647,0.6900129701686121,"[0.5311284046692607, 0.5311284046692607, 0.5116731517509727]","[0.6867704280155642, 0.7003891050583657, 0.6828793774319066]",3
passive_ordered,92,583,2055,28.369829683698295,0.5278858625162126,0.6900129701686121,"[0.5155642023346303, 0.5214007782101168, 0.546692607003891]","[0.6964980544747081, 0.6906614785992218, 0.6828793774319066]",3
passive_ordered,93,588,2055,28.613138686131386,0.5246433203631647,0.6958495460440984,"[0.5408560311284046, 0.5175097276264592, 0.5155642023346303]","[0.6945525291828794, 0.708171206225681, 0.6848249027237354]",3
passive_ordered,94,593,2055,28.856447688564476,0.5298313878080415,0.6952010376134888,"[0.5330739299610895, 0.5175097276264592, 0.5389105058365758]","[0.6984435797665369, 0.688715953307393, 0.6984435797665369]",3
passive_ordered,95,598,2055,29.099756690997566,0.5201037613488976,0.6919584954604409,"[0.5291828793774319, 0.519455252918288, 0.5116731517509727]","[0.6867704280155642, 0.6867704280155642, 0.7023346303501945]",3
passive_ordered,96,603,2055,29.343065693430656,0.5408560311284046,0.7172503242542153,"[0.5369649805447471, 0.5330739299610895, 0.5525291828793775]","[0.7140077821011673, 0.7198443579766537, 0.7178988326848249]",3
passive_ordered,97,608,2055,29.586374695863746,0.5421530479896238,0.7191958495460441,"[0.5505836575875487, 0.5389105058365758, 0.5369649805447471]","[0.72568093385214, 0.7198443579766537, 0.7120622568093385]",3
passive_ordered,98,613,2055,29.829683698296837,0.5590142671854734,0.7204928664072633,"[0.5544747081712063, 0.5505836575875487, 0.5719844357976653]","[0.7120622568093385, 0.7217898832684825, 0.7276264591439688]",3
passive_ordered,99,618,2055,30.072992700729927,0.5473411154345007,0.7127107652399481,"[0.5525291828793775, 0.5233463035019456, 0.566147859922179]","[0.708171206225681, 0.7159533073929961, 0.7140077821011673]",3
passive_ordered,100,623,2055,30.316301703163017,0.5408560311284046,0.7088197146562906,"[0.5369649805447471, 0.5369649805447471, 0.5486381322957199]","[0.7023346303501945, 0.7159533073929961, 0.708171206225681]",3
passive_ordered,101,628,2055,30.559610705596107,0.5557717250324254,0.7146562905317769,"[0.5603112840466926, 0.5525291828793775, 0.5544747081712063]","[0.7237354085603113, 0.7101167315175098, 0.7101167315175098]",3
passive_ordered,102,633,2055,30.802919708029197,0.5667963683527886,0.7464332036316472,"[0.5642023346303502, 0.5680933852140078, 0.5680933852140078]","[0.7529182879377432, 0.7412451361867705, 0.745136186770428]",3
passive_ordered,103,638,2055,31.046228710462287,0.5642023346303502,0.7360570687418937,"[0.5603112840466926, 0.5700389105058365, 0.5622568093385214]","[0.7334630350194552, 0.745136186770428, 0.7295719844357976]",3
passive_ordered,104,643,2055,31.289537712895378,0.569390402075227,0.7425421530479897,"[0.5680933852140078, 0.5778210116731517, 0.5622568093385214]","[0.7431906614785992, 0.7373540856031129, 0.7470817120622568]",3
passive_ordered,105,648,2055,31.532846715328468,0.5700389105058365,0.7457846952010376,"[0.566147859922179, 0.566147859922179, 0.5778210116731517]","[0.7470817120622568, 0.7490272373540856, 0.7412451361867705]",3
passive_ordered,106,653,2055,31.776155717761558,0.566147859922179,0.7360570687418937,"[0.5700389105058365, 0.5642023346303502, 0.5642023346303502]","[0.7392996108949417, 0.7295719844357976, 0.7392996108949417]",3
passive_ordered,107,658,2055,32.01946472019465,0.5726329442282749,0.7477302204928664,"[0.5797665369649806, 0.5758754863813229, 0.5622568093385214]","[0.7568093385214008, 0.745136186770428, 0.7412451361867705]",3
passive_ordered,108,663,2055,32.262773722627735,0.5687418936446174,0.7444876783398184,"[0.5778210116731517, 0.5642023346303502, 0.5642023346303502]","[0.7431906614785992, 0.7470817120622568, 0.7431906614785992]",3
passive_ordered,109,668,2055,32.50608272506083,0.5674448767833982,0.7496757457846952,"[0.5603112840466926, 0.5700389105058365, 0.5719844357976653]","[0.7470817120622568, 0.754863813229572, 0.7470817120622568]",3
passive_ordered,110,673,2055,32.749391727493915,0.5603112840466926,0.748378728923476,"[0.5603112840466926, 0.566147859922179, 0.5544747081712063]","[0.7509727626459144, 0.7529182879377432, 0.7412451361867705]",3
passive_ordered,111,678,2055,32.99270072992701,0.5830090791180286,0.7555123216601816,"[0.5836575875486382, 0.5797665369649806, 0.585603112840467]","[0.754863813229572, 0.754863813229572, 0.7568093385214008]",3
passive_ordered,112,683,2055,33.236009732360095,0.5862516212710766,0.7522697795071336,"[0.5894941634241245, 0.5875486381322957, 0.5817120622568094]","[0.7490272373540856, 0.754863813229572, 0.7529182879377432]",3
passive_ordered,113,688,2055,33.47931873479319,0.5869001297016861,0.7607003891050583,"[0.585603112840467, 0.585603112840467, 0.5894941634241245]","[0.7626459143968871, 0.7626459143968871, 0.7568093385214008]",3
passive_ordered,114,693,2055,33.722627737226276,0.5881971465629053,0.7600518806744487,"[0.5894941634241245, 0.5933852140077821, 0.5817120622568094]","[0.7587548638132295, 0.7587548638132295, 0.7626459143968871]",3
passive_ordered,115,698,2055,33.96593673965937,0.5998702983138781,0.7600518806744487,"[0.6070038910505836, 0.5933852140077821, 0.5992217898832685]","[0.7587548638132295, 0.7626459143968871, 0.7587548638132295]",3
passive_ordered,116,703,2055,34.209245742092456,0.5959792477302205,0.7619974059662775,"[0.5933852140077821, 0.6011673151750972, 0.5933852140077821]","[0.7607003891050583, 0.7607003891050583, 0.7645914396887159]",3
passive_ordered,117,708,2055,34.45255474452555,0.6005188067444877,0.75810635538262,"[0.603112840466926, 0.6089494163424124, 0.5894941634241245]","[0.7568093385214008, 0.7568093385214008, 0.7607003891050583]",3
