method,round,labels,pool_size,pct,avg_acc_top1,avg_acc_topk,acc_tuple_top1,acc_tuple_topk,top_k
passive_random,123,739,2055,35.961070559610704,0.696498054474708,0.798313878080415,"[0.7023346303501945, 0.6926070038910506, 0.6945525291828794]","[0.7996108949416343, 0.8073929961089494, 0.7879377431906615]",3
passive_random,124,744,2055,36.2043795620438,0.6887159533073929,0.8022049286640728,"[0.688715953307393, 0.6945525291828794, 0.6828793774319066]","[0.8015564202334631, 0.7937743190661478, 0.811284046692607]",3
passive_random,125,749,2055,36.447688564476884,0.6939040207522696,0.803501945525292,"[0.688715953307393, 0.6984435797665369, 0.6945525291828794]","[0.8015564202334631, 0.8093385214007782, 0.7996108949416343]",3
passive_random,126,754,2055,36.69099756690998,0.6952010376134888,0.8028534370946824,"[0.7023346303501945, 0.6906614785992218, 0.6926070038910506]","[0.8015564202334631, 0.8054474708171206, 0.8015564202334631]",3
passive_random,127,759,2055,36.934306569343065,0.6964980544747083,0.8015564202334632,"[0.6906614785992218, 0.6906614785992218, 0.708171206225681]","[0.7957198443579766, 0.8035019455252919, 0.8054474708171206]",3
passive_random,128,764,2055,37.17761557177616,0.704928664072633,0.8028534370946824,"[0.708171206225681, 0.7159533073929961, 0.6906614785992218]","[0.7996108949416343, 0.7976653696498055, 0.811284046692607]",3
passive_random,129,769,2055,37.420924574209245,0.698443579766537,0.8073929961089495,"[0.7003891050583657, 0.6906614785992218, 0.7042801556420234]","[0.7996108949416343, 0.8151750972762646, 0.8073929961089494]",3
passive_random,130,774,2055,37.66423357664234,0.6990920881971464,0.8073929961089495,"[0.6984435797665369, 0.7023346303501945, 0.6964980544747081]","[0.8054474708171206, 0.8093385214007782, 0.8073929961089494]",3
passive_random,131,779,2055,37.907542579075425,0.7029831387808042,0.8099870298313879,"[0.7042801556420234, 0.708171206225681, 0.6964980544747081]","[0.8093385214007782, 0.811284046692607, 0.8093385214007782]",3
passive_random,132,784,2055,38.15085158150852,0.7062256809338522,0.8080415045395591,"[0.7101167315175098, 0.6926070038910506, 0.7159533073929961]","[0.8073929961089494, 0.8054474708171206, 0.811284046692607]",3
passive_random,133,789,2055,38.394160583941606,0.704928664072633,0.8080415045395591,"[0.708171206225681, 0.6926070038910506, 0.7140077821011673]","[0.8035019455252919, 0.8093385214007782, 0.811284046692607]",3
passive_random,134,794,2055,38.6374695863747,0.711413748378729,0.8060959792477304,"[0.7120622568093385, 0.7101167315175098, 0.7120622568093385]","[0.8054474708171206, 0.8073929961089494, 0.8054474708171206]",3
