method,round,labels,pool_size,pct,avg_acc_top1,avg_acc_topk,acc_tuple_top1,acc_tuple_topk,top_k,added_labels
passive_random,19,365,2183,16.720109940448925,0.570811744386874,0.7003454231433507,"[0.5621761658031088, 0.5777202072538861, 0.572538860103627]","[0.6917098445595855, 0.7072538860103627, 0.7020725388601037]",3,"[88, 5, 249, 172, 40, 231]"
passive_random,20,371,2183,16.994961062757675,0.5587219343696028,0.7029360967184802,"[0.5647668393782384, 0.5699481865284974, 0.5414507772020726]","[0.7020725388601037, 0.7046632124352331, 0.7020725388601037]",3,"[90, 3, 154, 182, 246, 3]"
passive_random,21,377,2183,17.26981218506642,0.5621761658031088,0.7046632124352331,"[0.5699481865284974, 0.5621761658031088, 0.5544041450777202]","[0.7072538860103627, 0.7020725388601037, 0.7046632124352331]",3,"[249, 245, 90, 77, 96, 3]"
passive_random,22,383,2183,17.54466330737517,0.5613126079447323,0.7167530224525044,"[0.5595854922279793, 0.5673575129533679, 0.5569948186528497]","[0.7072538860103627, 0.7176165803108808, 0.7253886010362695]",3,"[187, 144, 5, 5, 249, 124]"
passive_random,23,389,2183,17.81951442968392,0.5682210708117444,0.7253886010362695,"[0.5777202072538861, 0.5647668393782384, 0.5621761658031088]","[0.727979274611399, 0.727979274611399, 0.7202072538860104]",3,"[20, 74, 3, 36, 240, 3]"
passive_random,24,395,2183,18.09436555199267,0.5751295336787564,0.7392055267702936,"[0.5751295336787565, 0.5673575129533679, 0.582901554404145]","[0.7331606217616581, 0.7435233160621761, 0.7409326424870466]",3,"[63, 101, 89, 160, 120, 125]"
passive_random,25,401,2183,18.36921667430142,0.5846286701208981,0.7426597582037996,"[0.5803108808290155, 0.5984455958549223, 0.5751295336787565]","[0.7409326424870466, 0.7357512953367875, 0.7512953367875648]",3,"[147, 245, 211, 189, 72, 246]"
passive_random,26,407,2183,18.64406779661017,0.5794473229706391,0.7443868739205527,"[0.5777202072538861, 0.5854922279792746, 0.5751295336787565]","[0.7461139896373057, 0.7435233160621761, 0.7435233160621761]",3,"[249, 191, 5, 61, 47, 88]"
passive_random,27,413,2183,18.91891891891892,0.577720207253886,0.7435233160621761,"[0.572538860103627, 0.5699481865284974, 0.5906735751295337]","[0.7435233160621761, 0.7409326424870466, 0.7461139896373057]",3,"[20, 154, 146, 249, 102, 2]"
passive_random,28,419,2183,19.19377004122767,0.5777202072538861,0.7426597582037996,"[0.5751295336787565, 0.5803108808290155, 0.5777202072538861]","[0.7383419689119171, 0.7357512953367875, 0.7538860103626943]",3,"[248, 249, 88, 5, 5, 153]"
passive_random,29,425,2183,19.46862116353642,0.5975820379965459,0.7512953367875648,"[0.6010362694300518, 0.5932642487046632, 0.5984455958549223]","[0.7435233160621761, 0.7538860103626943, 0.7564766839378239]",3,"[207, 15, 3, 7, 249, 205]"
passive_random,30,431,2183,19.74347228584517,0.5941278065630398,0.7538860103626943,"[0.5958549222797928, 0.5932642487046632, 0.5932642487046632]","[0.7487046632124352, 0.7564766839378239, 0.7564766839378239]",3,"[245, 43, 104, 231, 93, 3]"
passive_random,31,437,2183,20.01832340815392,0.5932642487046632,0.7521588946459413,"[0.5984455958549223, 0.5984455958549223, 0.582901554404145]","[0.7538860103626943, 0.7616580310880829, 0.7409326424870466]",3,"[207, 102, 159, 5, 248, 29]"
passive_random,32,443,2183,20.293174530462665,0.6053540587219343,0.75993091537133,"[0.5958549222797928, 0.6139896373056994, 0.6062176165803109]","[0.7564766839378239, 0.7538860103626943, 0.7694300518134715]",3,"[3, 222, 2, 124, 5, 125]"
passive_random,33,449,2183,20.568025652771414,0.5984455958549223,0.7607944732297064,"[0.6062176165803109, 0.6062176165803109, 0.582901554404145]","[0.7512953367875648, 0.7616580310880829, 0.7694300518134715]",3,"[231, 3, 249, 32, 39, 109]"
passive_random,34,455,2183,20.842876775080164,0.6053540587219343,0.7538860103626943,"[0.6036269430051814, 0.6139896373056994, 0.5984455958549223]","[0.7512953367875648, 0.7487046632124352, 0.7616580310880829]",3,"[158, 4, 45, 93, 86, 111]"
passive_random,35,461,2183,21.117727897388914,0.6088082901554404,0.7582037996545768,"[0.5984455958549223, 0.6139896373056994, 0.6139896373056994]","[0.7512953367875648, 0.7564766839378239, 0.7668393782383419]",3,"[231, 249, 231, 3, 159, 191]"
passive_random,36,467,2183,21.392579019697664,0.6053540587219343,0.7582037996545768,"[0.6062176165803109, 0.6113989637305699, 0.5984455958549223]","[0.7538860103626943, 0.7642487046632125, 0.7564766839378239]",3,"[88, 240, 106, 145, 250, 235]"
passive_random,37,473,2183,21.667430142006413,0.6027633851468047,0.7547495682210709,"[0.5958549222797928, 0.6113989637305699, 0.6010362694300518]","[0.7487046632124352, 0.7564766839378239, 0.7590673575129534]",3,"[20, 35, 154, 75, 36, 235]"
passive_random,38,479,2183,21.942281264315163,0.5984455958549223,0.7556131260794473,"[0.6010362694300518, 0.6010362694300518, 0.5932642487046632]","[0.7461139896373057, 0.7538860103626943, 0.7668393782383419]",3,"[5, 146, 114, 16, 3, 3]"
passive_random,39,485,2183,22.217132386623913,0.6018998272884284,0.7512953367875648,"[0.5958549222797928, 0.6088082901554405, 0.6010362694300518]","[0.7383419689119171, 0.7564766839378239, 0.7590673575129534]",3,"[3, 204, 3, 211, 124, 207]"
passive_random,40,491,2183,22.491983508932663,0.5898100172711572,0.75993091537133,"[0.5854922279792746, 0.6010362694300518, 0.582901554404145]","[0.7435233160621761, 0.7694300518134715, 0.7668393782383419]",3,"[212, 85, 226, 235, 77, 154]"
passive_random,41,497,2183,22.766834631241412,0.5915371329879102,0.7564766839378239,"[0.5906735751295337, 0.5958549222797928, 0.5880829015544041]","[0.7512953367875648, 0.7642487046632125, 0.7538860103626943]",3,"[180, 128, 25, 3, 236, 231]"
passive_random,42,503,2183,23.041685753550162,0.5958549222797928,0.7538860103626943,"[0.5958549222797928, 0.6036269430051814, 0.5880829015544041]","[0.7435233160621761, 0.7642487046632125, 0.7538860103626943]",3,"[246, 65, 157, 2, 75, 77]"
passive_random,43,509,2183,23.316536875858908,0.5958549222797928,0.75993091537133,"[0.5958549222797928, 0.6010362694300518, 0.5906735751295337]","[0.7538860103626943, 0.7668393782383419, 0.7590673575129534]",3,"[88, 154, 5, 125, 90, 245]"
passive_random,44,515,2183,23.591387998167658,0.5941278065630398,0.7564766839378239,"[0.5932642487046632, 0.6062176165803109, 0.582901554404145]","[0.7538860103626943, 0.7538860103626943, 0.7616580310880829]",3,"[102, 5, 198, 242, 231, 212]"
passive_random,45,521,2183,23.866239120476408,0.6053540587219343,0.75993091537133,"[0.6010362694300518, 0.6113989637305699, 0.6036269430051814]","[0.7538860103626943, 0.7590673575129534, 0.7668393782383419]",3,"[207, 20, 90, 102, 120, 202]"
passive_random,46,527,2183,24.141090242785157,0.6062176165803109,0.7616580310880829,"[0.6036269430051814, 0.6062176165803109, 0.6088082901554405]","[0.7616580310880829, 0.7668393782383419, 0.7564766839378239]",3,"[88, 223, 88, 249, 102, 6]"
passive_random,47,533,2183,24.415941365093907,0.6010362694300518,0.7556131260794473,"[0.6088082901554405, 0.6088082901554405, 0.5854922279792746]","[0.7512953367875648, 0.7668393782383419, 0.7487046632124352]",3,"[91, 158, 249, 78, 249, 245]"
passive_random,48,539,2183,24.690792487402657,0.6044905008635578,0.7607944732297064,"[0.5984455958549223, 0.6243523316062176, 0.5906735751295337]","[0.7487046632124352, 0.7694300518134715, 0.7642487046632125]",3,"[106, 249, 103, 240, 123, 88]"
passive_random,49,545,2183,24.965643609711407,0.6044905008635578,0.7625215889464595,"[0.5984455958549223, 0.616580310880829, 0.5984455958549223]","[0.7590673575129534, 0.7616580310880829, 0.7668393782383419]",3,"[136, 90, 245, 249, 46, 187]"
passive_random,50,551,2183,25.240494732020156,0.6053540587219344,0.766839378238342,"[0.5984455958549223, 0.6036269430051814, 0.6139896373056994]","[0.7590673575129534, 0.7668393782383419, 0.7746113989637305]",3,"[202, 61, 88, 89, 65, 3]"
passive_random,51,557,2183,25.515345854328906,0.6027633851468047,0.7677029360967186,"[0.6088082901554405, 0.6113989637305699, 0.5880829015544041]","[0.7746113989637305, 0.7694300518134715, 0.7590673575129534]",3,"[46, 90, 154, 20, 5, 249]"
passive_random,52,563,2183,25.790196976637656,0.6062176165803109,0.7702936096718479,"[0.6088082901554405, 0.6088082901554405, 0.6010362694300518]","[0.7668393782383419, 0.7772020725388601, 0.7668393782383419]",3,"[231, 61, 45, 0, 88, 154]"
passive_random,53,569,2183,26.065048098946406,0.6053540587219345,0.768566493955095,"[0.6036269430051814, 0.6062176165803109, 0.6062176165803109]","[0.7642487046632125, 0.7746113989637305, 0.7668393782383419]",3,"[3, 249, 212, 124, 249, 146]"
passive_random,54,575,2183,26.339899221255152,0.6070811744386874,0.7694300518134715,"[0.6062176165803109, 0.6191709844559585, 0.5958549222797928]","[0.7668393782383419, 0.772020725388601, 0.7694300518134715]",3,"[211, 112, 154, 88, 125, 202]"
passive_random,55,581,2183,26.6147503435639,0.6010362694300518,0.7642487046632125,"[0.5984455958549223, 0.6062176165803109, 0.5984455958549223]","[0.7564766839378239, 0.772020725388601, 0.7642487046632125]",3,"[152, 231, 211, 88, 114, 204]"
passive_random,56,587,2183,26.88960146587265,0.6018998272884283,0.7616580310880829,"[0.5958549222797928, 0.6113989637305699, 0.5984455958549223]","[0.7590673575129534, 0.7642487046632125, 0.7616580310880829]",3,"[3, 120, 204, 211, 5, 5]"
passive_random,57,593,2183,27.1644525881814,0.6018998272884284,0.765112262521589,"[0.6010362694300518, 0.6062176165803109, 0.5984455958549223]","[0.7564766839378239, 0.7772020725388601, 0.7616580310880829]",3,"[5, 3, 46, 103, 212, 249]"
passive_random,58,599,2183,27.43930371049015,0.6044905008635578,0.7659758203799655,"[0.6113989637305699, 0.6139896373056994, 0.5880829015544041]","[0.7616580310880829, 0.7668393782383419, 0.7694300518134715]",3,"[233, 240, 10, 103, 46, 245]"
passive_random,59,605,2183,27.7141548327989,0.6122625215889465,0.7702936096718481,"[0.6062176165803109, 0.616580310880829, 0.6139896373056994]","[0.7564766839378239, 0.7797927461139896, 0.7746113989637305]",3,"[3, 222, 127, 103, 247, 5]"
passive_random,60,611,2183,27.98900595510765,0.6122625215889465,0.7728842832469774,"[0.5958549222797928, 0.6269430051813472, 0.6139896373056994]","[0.772020725388601, 0.772020725388601, 0.7746113989637305]",3,"[247, 172, 90, 233, 231, 191]"
passive_random,61,617,2183,28.2638570774164,0.6131260794473229,0.7711571675302246,"[0.6062176165803109, 0.6217616580310881, 0.6113989637305699]","[0.7642487046632125, 0.7772020725388601, 0.772020725388601]",3,"[231, 90, 234, 108, 103, 249]"
passive_random,62,623,2183,28.53870819972515,0.6096718480138169,0.7702936096718481,"[0.6088082901554405, 0.6269430051813472, 0.5932642487046632]","[0.7642487046632125, 0.7797927461139896, 0.7668393782383419]",3,"[18, 29, 243, 3, 3, 77]"
passive_random,63,629,2183,28.8135593220339,0.6157167530224524,0.7746113989637305,"[0.6191709844559585, 0.6217616580310881, 0.6062176165803109]","[0.772020725388601, 0.772020725388601, 0.7797927461139896]",3,"[5, 204, 146, 211, 203, 158]"
passive_random,64,635,2183,29.08841044434265,0.6200345423143351,0.775474956822107,"[0.6243523316062176, 0.6243523316062176, 0.6113989637305699]","[0.7772020725388601, 0.7746113989637305, 0.7746113989637305]",3,"[249, 127, 5, 129, 3, 248]"
passive_random,65,641,2183,29.363261566651396,0.616580310880829,0.7780656303972365,"[0.616580310880829, 0.6321243523316062, 0.6010362694300518]","[0.7797927461139896, 0.7797927461139896, 0.7746113989637305]",3,"[160, 6, 249, 158, 226, 102]"
passive_random,66,647,2183,29.638112688960145,0.6131260794473229,0.7780656303972365,"[0.6088082901554405, 0.6269430051813472, 0.6036269430051814]","[0.7694300518134715, 0.7875647668393783, 0.7772020725388601]",3,"[111, 130, 202, 11, 154, 3]"
passive_random,67,653,2183,29.912963811268895,0.6217616580310881,0.7763385146804835,"[0.6191709844559585, 0.6295336787564767, 0.616580310880829]","[0.7668393782383419, 0.7797927461139896, 0.7823834196891192]",3,"[233, 112, 88, 102, 3, 138]"
passive_random,68,659,2183,30.187814933577645,0.6234887737478411,0.7780656303972365,"[0.6191709844559585, 0.6269430051813472, 0.6243523316062176]","[0.7823834196891192, 0.7772020725388601, 0.7746113989637305]",3,"[242, 103, 102, 5, 96, 154]"
passive_random,69,665,2183,30.462666055886395,0.6234887737478411,0.7832469775474956,"[0.6191709844559585, 0.6373056994818653, 0.6139896373056994]","[0.7849740932642487, 0.7849740932642487, 0.7797927461139896]",3,"[109, 64, 11, 249, 187, 12]"
passive_random,70,671,2183,30.737517178195144,0.6226252158894646,0.7780656303972365,"[0.6217616580310881, 0.6269430051813472, 0.6191709844559585]","[0.7772020725388601, 0.7746113989637305, 0.7823834196891192]",3,"[249, 245, 214, 188, 211, 184]"
passive_random,71,677,2183,31.012368300503894,0.6200345423143351,0.7823834196891192,"[0.6217616580310881, 0.6295336787564767, 0.6088082901554405]","[0.7797927461139896, 0.7823834196891192, 0.7849740932642487]",3,"[231, 20, 3, 231, 90, 42]"
passive_random,72,683,2183,31.287219422812644,0.6312607944732297,0.7875647668393783,"[0.6243523316062176, 0.6398963730569949, 0.6295336787564767]","[0.7953367875647669, 0.7746113989637305, 0.7927461139896373]",3,"[181, 87, 3, 211, 179, 154]"
passive_random,73,689,2183,31.562070545121394,0.6217616580310881,0.7918825561312608,"[0.6191709844559585, 0.6321243523316062, 0.6139896373056994]","[0.7927461139896373, 0.7901554404145078, 0.7927461139896373]",3,"[251, 184, 103, 154, 42, 154]"
passive_random,74,695,2183,31.836921667430143,0.6243523316062176,0.7936096718480138,"[0.6243523316062176, 0.6347150259067358, 0.6139896373056994]","[0.7927461139896373, 0.7927461139896373, 0.7953367875647669]",3,"[16, 3, 11, 1, 248, 159]"
passive_random,75,701,2183,32.11177278973889,0.6243523316062176,0.7970639032815199,"[0.6191709844559585, 0.6347150259067358, 0.6191709844559585]","[0.7953367875647669, 0.7927461139896373, 0.8031088082901554]",3,"[178, 124, 160, 245, 13, 88]"
passive_random,76,707,2183,32.38662391204764,0.6321243523316062,0.7936096718480137,"[0.6113989637305699, 0.6502590673575129, 0.6347150259067358]","[0.7849740932642487, 0.7979274611398963, 0.7979274611398963]",3,"[88, 211, 5, 19, 27, 104]"
passive_random,77,713,2183,32.66147503435639,0.6217616580310881,0.7944732297063903,"[0.6113989637305699, 0.6269430051813472, 0.6269430051813472]","[0.7953367875647669, 0.7901554404145078, 0.7979274611398963]",3,"[171, 127, 3, 3, 140, 240]"
passive_random,78,719,2183,32.93632615666514,0.6252158894645942,0.7936096718480138,"[0.6321243523316062, 0.6243523316062176, 0.6191709844559585]","[0.7901554404145078, 0.7953367875647669, 0.7953367875647669]",3,"[6, 154, 3, 233, 245, 237]"
passive_random,79,725,2183,33.21117727897389,0.6329879101899828,0.7979274611398964,"[0.6269430051813472, 0.6398963730569949, 0.6321243523316062]","[0.7953367875647669, 0.7953367875647669, 0.8031088082901554]",3,"[101, 88, 124, 95, 127, 222]"
passive_random,80,731,2183,33.48602840128264,0.6355785837651123,0.7936096718480138,"[0.6295336787564767, 0.6502590673575129, 0.6269430051813472]","[0.7953367875647669, 0.7849740932642487, 0.8005181347150259]",3,"[234, 5, 11, 88, 220, 3]"
passive_random,81,737,2183,33.760879523591385,0.6286701208981001,0.7918825561312608,"[0.6321243523316062, 0.6217616580310881, 0.6321243523316062]","[0.7875647668393783, 0.7901554404145078, 0.7979274611398963]",3,"[233, 231, 211, 154, 231, 233]"
passive_random,82,743,2183,34.03573064590014,0.6364421416234888,0.7892918825561313,"[0.6347150259067358, 0.6476683937823834, 0.6269430051813472]","[0.7901554404145078, 0.7797927461139896, 0.7979274611398963]",3,"[246, 4, 5, 11, 45, 88]"
passive_random,83,749,2183,34.310581768208884,0.6295336787564767,0.7867012089810017,"[0.6295336787564767, 0.6347150259067358, 0.6243523316062176]","[0.7849740932642487, 0.7849740932642487, 0.7901554404145078]",3,"[202, 248, 90, 204, 90, 148]"
passive_random,84,755,2183,34.58543289051764,0.6260794473229706,0.7927461139896373,"[0.6295336787564767, 0.6269430051813472, 0.6217616580310881]","[0.7875647668393783, 0.7901554404145078, 0.8005181347150259]",3,"[40, 6, 11, 249, 117, 182]"
passive_random,85,761,2183,34.860284012826384,0.6424870466321244,0.7927461139896371,"[0.6373056994818653, 0.6502590673575129, 0.6398963730569949]","[0.7823834196891192, 0.7979274611398963, 0.7979274611398963]",3,"[231, 132, 231, 5, 167, 5]"
passive_random,86,767,2183,35.13513513513514,0.6321243523316062,0.7841105354058722,"[0.6398963730569949, 0.6398963730569949, 0.616580310880829]","[0.7746113989637305, 0.7875647668393783, 0.7901554404145078]",3,"[3, 158, 163, 249, 233, 76]"
passive_random,87,773,2183,35.40998625744388,0.6398963730569949,0.7875647668393783,"[0.6398963730569949, 0.6424870466321243, 0.6373056994818653]","[0.7823834196891192, 0.7953367875647669, 0.7849740932642487]",3,"[104, 2, 178, 103, 102, 203]"
passive_random,88,779,2183,35.684837379752636,0.6398963730569949,0.7944732297063903,"[0.6373056994818653, 0.6424870466321243, 0.6398963730569949]","[0.7953367875647669, 0.7901554404145078, 0.7979274611398963]",3,"[178, 208, 3, 3, 90, 11]"
passive_random,89,785,2183,35.95968850206138,0.6364421416234888,0.7936096718480138,"[0.6321243523316062, 0.6398963730569949, 0.6373056994818653]","[0.7849740932642487, 0.7953367875647669, 0.8005181347150259]",3,"[246, 5, 38, 205, 3, 160]"
passive_random,90,791,2183,36.234539624370136,0.6442141623488773,0.7918825561312607,"[0.6450777202072538, 0.6424870466321243, 0.6450777202072538]","[0.7772020725388601, 0.7979274611398963, 0.8005181347150259]",3,"[6, 5, 3, 146, 248, 6]"
passive_random,91,797,2183,36.50939074667888,0.6390328151986183,0.7910189982728842,"[0.6450777202072538, 0.6528497409326425, 0.6191709844559585]","[0.7953367875647669, 0.7901554404145078, 0.7875647668393783]",3,"[105, 3, 61, 5, 88, 88]"
passive_random,92,803,2183,36.78424186898763,0.6355785837651123,0.7987910189982729,"[0.6295336787564767, 0.6450777202072538, 0.6321243523316062]","[0.8005181347150259, 0.8005181347150259, 0.7953367875647669]",3,"[11, 120, 3, 88, 249, 240]"
passive_random,93,809,2183,37.05909299129638,0.6433506044905007,0.7936096718480138,"[0.6424870466321243, 0.6424870466321243, 0.6450777202072538]","[0.7979274611398963, 0.7901554404145078, 0.7927461139896373]",3,"[20, 234, 66, 3, 207, 21]"
passive_random,94,815,2183,37.33394411360513,0.6442141623488774,0.8013816925734023,"[0.6373056994818653, 0.6502590673575129, 0.6450777202072538]","[0.7979274611398963, 0.8031088082901554, 0.8031088082901554]",3,"[5, 5, 102, 5, 249, 245]"
passive_random,95,821,2183,37.60879523591388,0.6476683937823834,0.8031088082901553,"[0.6424870466321243, 0.6606217616580311, 0.6398963730569949]","[0.8082901554404145, 0.8005181347150259, 0.8005181347150259]",3,"[88, 61, 10, 124, 77, 124]"
passive_random,96,827,2183,37.88364635822263,0.6476683937823834,0.7979274611398964,"[0.6476683937823834, 0.6476683937823834, 0.6476683937823834]","[0.7901554404145078, 0.7953367875647669, 0.8082901554404145]",3,"[154, 205, 4, 44, 208, 132]"
passive_random,97,833,2183,38.15849748053138,0.6528497409326425,0.8022452504317789,"[0.6502590673575129, 0.655440414507772, 0.6528497409326425]","[0.7927461139896373, 0.810880829015544, 0.8031088082901554]",3,"[88, 237, 109, 249, 7, 88]"
passive_random,98,839,2183,38.43334860284013,0.657167530224525,0.8039723661485318,"[0.655440414507772, 0.6632124352331606, 0.6528497409326425]","[0.7849740932642487, 0.8134715025906736, 0.8134715025906736]",3,"[63, 109, 51, 248, 61, 248]"
passive_random,99,845,2183,38.70819972514888,0.6545768566493955,0.7979274611398962,"[0.6658031088082902, 0.655440414507772, 0.6424870466321243]","[0.7979274611398963, 0.7927461139896373, 0.8031088082901554]",3,"[108, 203, 249, 231, 98, 237]"
passive_random,100,851,2183,38.983050847457626,0.6623488773747841,0.8039723661485318,"[0.6735751295336787, 0.6580310880829016, 0.655440414507772]","[0.7979274611398963, 0.7953367875647669, 0.8186528497409327]",3,"[246, 248, 130, 1, 240, 221]"
active_ordered,1,256,2183,11.726981218506642,0.38082901554404147,0.4620034542314335,"[0.38341968911917096, 0.37823834196891193, 0.38082901554404147]","[0.4637305699481865, 0.4585492227979275, 0.4637305699481865]",3,[]
active_ordered,2,262,2183,12.001832340815392,0.37737478411053543,0.5319516407599308,"[0.38341968911917096, 0.37305699481865284, 0.3756476683937824]","[0.5233160621761658, 0.5310880829015544, 0.5414507772020726]",3,"[65, 5, 237, 220, 51, 61]"
active_ordered,3,268,2183,12.276683463124142,0.39032815198618304,0.5561312607944732,"[0.3860103626943005, 0.4015544041450777, 0.38341968911917096]","[0.5595854922279793, 0.5466321243523317, 0.5621761658031088]",3,"[245, 240, 249, 61, 247, 70]"
active_ordered,4,274,2183,12.55153458543289,0.3955094991364421,0.5587219343696027,"[0.39896373056994816, 0.3911917098445596, 0.3963730569948187]","[0.5518134715025906, 0.5595854922279793, 0.5647668393782384]",3,"[212, 160, 222, 230, 138, 251]"
active_ordered,5,280,2183,12.82638570774164,0.420552677029361,0.5837651122625216,"[0.4119170984455959, 0.42487046632124353, 0.42487046632124353]","[0.5854922279792746, 0.5803108808290155, 0.5854922279792746]",3,"[249, 39, 133, 171, 158, 7]"
active_ordered,6,286,2183,13.10123683005039,0.43436960276338515,0.6036269430051814,"[0.43523316062176165, 0.44041450777202074, 0.4274611398963731]","[0.6036269430051814, 0.6036269430051814, 0.6036269430051814]",3,"[127, 246, 34, 87, 147, 231]"
active_ordered,7,292,2183,13.37608795235914,0.43609671848013815,0.6070811744386874,"[0.43005181347150256, 0.4378238341968912, 0.44041450777202074]","[0.6088082901554405, 0.6113989637305699, 0.6010362694300518]",3,"[215, 249, 208, 193, 28, 248]"
active_ordered,8,298,2183,13.650939074667889,0.45595854922279794,0.6191709844559585,"[0.4430051813471503, 0.4689119170984456, 0.45595854922279794]","[0.6243523316062176, 0.6113989637305699, 0.6217616580310881]",3,"[36, 221, 127, 214, 158, 72]"
active_ordered,9,304,2183,13.925790196976637,0.459412780656304,0.6347150259067358,"[0.4585492227979275, 0.46113989637305697, 0.4585492227979275]","[0.6321243523316062, 0.6398963730569949, 0.6321243523316062]",3,"[91, 204, 45, 212, 55, 245]"
active_ordered,10,310,2183,14.200641319285387,0.4723661485319517,0.6373056994818652,"[0.4792746113989637, 0.4740932642487047, 0.4637305699481865]","[0.6450777202072538, 0.6450777202072538, 0.6217616580310881]",3,"[11, 34, 212, 128, 214, 178]"
active_ordered,11,316,2183,14.475492441594136,0.4723661485319517,0.6424870466321244,"[0.47150259067357514, 0.48186528497409326, 0.4637305699481865]","[0.6606217616580311, 0.6295336787564767, 0.6373056994818653]",3,"[246, 246, 19, 5, 120, 231]"
active_ordered,12,322,2183,14.750343563902886,0.48618307426597585,0.6606217616580311,"[0.4896373056994819, 0.4844559585492228, 0.4844559585492228]","[0.655440414507772, 0.6709844559585493, 0.655440414507772]",3,"[201, 154, 179, 157, 61, 234]"
active_ordered,13,328,2183,15.025194686211636,0.49222797927461137,0.6727115716753023,"[0.4844559585492228, 0.5, 0.49222797927461137]","[0.6735751295336787, 0.6735751295336787, 0.6709844559585493]",3,"[109, 222, 38, 222, 176, 211]"
active_ordered,14,334,2183,15.300045808520386,0.5069084628670121,0.6796200345423143,"[0.5051813471502591, 0.5103626943005182, 0.5051813471502591]","[0.6787564766839378, 0.6839378238341969, 0.6761658031088082]",3,"[17, 51, 131, 93, 249, 4]"
active_ordered,15,340,2183,15.574896930829134,0.49654576856649396,0.6804835924006909,"[0.5129533678756477, 0.4896373056994819, 0.48704663212435234]","[0.6839378238341969, 0.6735751295336787, 0.6839378238341969]",3,"[11, 108, 139, 246, 222, 192]"
active_ordered,16,346,2183,15.849748053137883,0.5164075993091538,0.687392055267703,"[0.5181347150259067, 0.5129533678756477, 0.5181347150259067]","[0.6839378238341969, 0.7020725388601037, 0.6761658031088082]",3,"[6, 2, 77, 120, 249, 117]"
active_ordered,17,352,2183,16.124599175446633,0.5112262521588947,0.7020725388601036,"[0.5103626943005182, 0.5103626943005182, 0.5129533678756477]","[0.6994818652849741, 0.6994818652849741, 0.7072538860103627]",3,"[242, 76, 249, 51, 129, 77]"
active_ordered,18,358,2183,16.399450297755383,0.5224525043177892,0.7020725388601038,"[0.5181347150259067, 0.5284974093264249, 0.5207253886010362]","[0.7046632124352331, 0.6994818652849741, 0.7020725388601037]",3,"[158, 182, 246, 44, 111, 160]"
active_ordered,19,364,2183,16.674301420064133,0.5224525043177892,0.7107081174438687,"[0.5207253886010362, 0.5259067357512953, 0.5207253886010362]","[0.7124352331606217, 0.7072538860103627, 0.7124352331606217]",3,"[61, 51, 248, 71, 144, 58]"
active_ordered,20,370,2183,16.949152542372882,0.5146804835924007,0.7072538860103627,"[0.5155440414507773, 0.5207253886010362, 0.5077720207253886]","[0.7072538860103627, 0.7072538860103627, 0.7072538860103627]",3,"[243, 226, 45, 3, 250, 5]"
active_ordered,21,376,2183,17.224003664681632,0.5138169257340243,0.7098445595854922,"[0.5103626943005182, 0.5284974093264249, 0.5025906735751295]","[0.7124352331606217, 0.7150259067357513, 0.7020725388601037]",3,"[240, 90, 124, 236, 198, 231]"
active_ordered,22,382,2183,17.498854786990382,0.5129533678756477,0.7124352331606217,"[0.5103626943005182, 0.5284974093264249, 0.5]","[0.7072538860103627, 0.7227979274611399, 0.7072538860103627]",3,"[20, 44, 87, 3, 226, 216]"
active_ordered,23,388,2183,17.773705909299128,0.533678756476684,0.7374784110535405,"[0.5362694300518135, 0.5362694300518135, 0.5284974093264249]","[0.7357512953367875, 0.7409326424870466, 0.7357512953367875]",3,"[134, 245, 207, 20, 187, 251]"
active_ordered,24,394,2183,18.048557031607878,0.5362694300518135,0.734887737478411,"[0.533678756476684, 0.533678756476684, 0.5414507772020726]","[0.727979274611399, 0.7409326424870466, 0.7357512953367875]",3,"[187, 226, 134, 16, 46, 249]"
active_ordered,25,400,2183,18.323408153916628,0.5310880829015544,0.7374784110535405,"[0.5310880829015544, 0.5310880829015544, 0.5310880829015544]","[0.7331606217616581, 0.7538860103626943, 0.7253886010362695]",3,"[72, 61, 167, 191, 76, 115]"
active_ordered,26,406,2183,18.598259276225377,0.528497409326425,0.7443868739205527,"[0.5129533678756477, 0.5362694300518135, 0.5362694300518135]","[0.7435233160621761, 0.7409326424870466, 0.7487046632124352]",3,"[154, 113, 89, 84, 88, 11]"
active_ordered,27,412,2183,18.873110398534127,0.538860103626943,0.731433506044905,"[0.5440414507772021, 0.5362694300518135, 0.5362694300518135]","[0.7227979274611399, 0.7357512953367875, 0.7357512953367875]",3,"[102, 231, 36, 1, 232, 9]"
active_ordered,28,418,2183,19.147961520842877,0.538860103626943,0.7443868739205527,"[0.5492227979274611, 0.533678756476684, 0.533678756476684]","[0.7383419689119171, 0.7512953367875648, 0.7435233160621761]",3,"[125, 82, 120, 244, 184, 234]"
active_ordered,29,424,2183,19.422812643151627,0.5449050086355786,0.7392055267702936,"[0.538860103626943, 0.5492227979274611, 0.5466321243523317]","[0.7409326424870466, 0.7590673575129534, 0.7176165803108808]",3,"[88, 204, 219, 5, 187, 63]"
active_ordered,30,430,2183,19.697663765460376,0.5466321243523317,0.7452504317789291,"[0.5466321243523317, 0.5595854922279793, 0.533678756476684]","[0.7487046632124352, 0.7487046632124352, 0.7383419689119171]",3,"[118, 180, 89, 198, 186, 247]"
